biuro_kwota; biuro_nazwa; dzial_kwota; dzial_nazwa; dzial_sub_kwota; dzial_sub_nazwa; gmina; zadanie; zadanie_kwota; zadanie_typ; zadanie_tresc;
;;;;;;Powiat;2151592 - Prowadzenie jednostek specjalistycznego poradnictwa; 280.000;wydatki bie Ŝą ce;Planowane  ś rodki  przeznacza si ę   na dofinansowanie wydatków jednostek, zajmuj ą cych si ę poradnictwem specjalistycznym.Zadaniem podmiotów realizuj ą cych zadanie b ę dzie opieka i pomoc terapeutyczna dla rodzin korzystaj ą cych z pomocy społecznej, a szczególnie tych, w których wyst ę puje zagro Ŝ enie umieszczenia dziecka w placówce opieku ń czo-wychowawczej. Podmioty b ę d ą  prowadziły poradnictwo specjalistyczne ( porady prawne, psychologiczne, pedagogiczne i socjologiczne), terapi ę  rodzinn ą  maj ą c ą na celu przywrócenie rodzinie zdolno ś ci do wypełniania jej zada ń , a tak Ŝ e szkolenie kandydatów na rodziny zast ę pcze, rodziny adopcyjne i rodziny pełni ą ce funkcj ę  pogotowia rodzinnego rodzin zast ę pczych.  Działalno ść  jednostek spowoduje: - popraw ę  funkcjonowania rodziny poprzez odtworzenie naturalnej odpowiedzialno ś ci rodziny za los dziecka,- zmniejszenie liczby dzieci kierowanych do placówek opieku ń czo-wychowawczych, - zapobieganie ujawniania si ę  postaw i zachowa ń  patologicznych w ś ród dzieci i młodzie Ŝ y, - ograniczenie rozprzestrzeniania si ę  zachowa ń  przest ę pczych w ś ród dzieci i młodzie Ŝ y, - ograniczenia zjawiska porzucania nowonarodzonych dzieci.Poradnictwem zostan ą  obj ę te równie Ŝ  osoby niepełnosprawne i ich rodziny.;
;;;; 11.823.775;85228 Usługi opieku ń cze i specjalistyczne usługi opieku ń cze;Gmina;2010311 - Usługi opieku ń cze; 11.823.775;wydatki bie Ŝą ce;Powy Ŝ sza kwota zaplanowana jest na finansowanie usług opieku ń czych i specjalistycznych usług opieku ń czych  ś wiadczonych osobom samotnym  wymagaj ą cym opieki higienicznej oraz pomocy w zaspokajaniu codziennych potrzeb  Ŝ yciowych, b ą d ź  te Ŝ  osobom  przebywaj ą cym  w rodzinie,  którym rodzina takiej pomocy zapewni ć  nie mo Ŝ e. Usługi opieku ń cze  ś wiadczone s ą  przez opiekunki organizacji pozarz ą dowych  z którymi MOPS ma podpisane umowy o  ś wiadczenie usług opieku ń czych. Usługi opieku ń cze  ś wiadczone s ą  odpłatnie. Odpłatno ść  za usługi pobierana jest zgodnie z zasadami okre ś lonymi Uchwał ą   Nr LXIII/1342/13 Rady Miejskiej w Łodzi z dnia 29 maja 2013 r. Osoby posiadaj ą ce niskie dochody zwolnione s ą  z odpłatno ś ci za  ś wiadczone usługi . Podmioty  ś wiadcz ą  usługi w miejscu zamieszkania podopiecznego. Rozliczane s ą  z ilo ś ci godzin ś wiadczonych usług.;
;;;; 15.098.650;85295 Pozostała działalno ść;Gmina;2004871 - Do Ŝ ywianie dzieci w szkołach; 2.700.944;wydatki bie Ŝą ce;Ś rodki przeznaczone zostan ą  na do Ŝ ywianie dzieci - uczniów szkół podstawowych oraz gimnazjów. Otrzymanie pomocy w formie gor ą cego posiłku mo Ŝ e nast ą pi ć  na podstawie wniosku zgłoszonego przez rodziców, opiekunów, pracowników socjalnych lub dyrektora szkoły.;
;;;;;;;2093791 - Apteka komunalna; 404.805;wydatki bie Ŝą ce;Planowane  ś rodki przeznaczone b ę d ą  na refundacj ę  kosztów leków i  ś rodków opatrunkowych dla podopiecznych MOPS w Łodzi .;
;;;;;;;2103961 - Autobus dla bezdomnych i potrzebuj ą cych; 39.798;wydatki bie Ŝą ce;Planowane  ś rodki przeznacza si ę  na dofinansowanie kosztów funkcjonowania w okresie zimowym autobusu, w którym osoby bezdomne, pozostaj ą ce na ulicy mogłyby si ę  ogrza ć , zje ść  ciepły posiłek, napi ć si ę  gor ą cej herbaty, opatrzy ć  rany, urazy czy odmro Ŝ enia. Autobus b ę dzie funcjonował na terenie Łodzi, je Ŝ d Ŝą c wokół punktów gromadzenia si ę  bezdomnych. ;
;;;;;;;2103991 - Rz ą dowy Program " Posiłek dla potrzebuj ą cych "; 7.773.659;wydatki bie Ŝą ce;Ś rodki przeznaczone zostan ą  na do Ŝ ywianie mieszka ń ców Łodzi. Pomoc udzielona zostanie w formie: -zasiłków celowych na do Ŝ ywianie -posiłków szkolnych;
;;;;;;;2104351 - Prowadzenie punktu pomocy charytatywnej; 27.000;wydatki bie Ŝą ce;W ramach zadania prowadzony b ę dzie bezpłatny podział  Ŝ ywno ś ci, odzie Ŝ y, artykułów chemicznych oraz dora ź na pomoc medyczna dla osób potrzebuj ą cych. Zadanie to jest realizowane przez  Caritas Archidiecezji Łódzkiej oraz Stowarzyszenie - InicjatywaRozs ą dnych Polaków.;
;;;;;;;2132111 - Nowy obraz pomocy społecznej w Łodzi; 3.288.966;wydatki bie Ŝą ce;Planowane  ś rodki przeznacza  si ę  na projekt systemowy pn.: "Nowy obraz pomocy społecznej w Łodzi" , który b ę dzie współfinansowany w ramach Programu Operacyjnego Kapitał Ludzki ze  ś rodków Europejskiego Funduszu Społecznego, z bud Ŝ etu pa ń stwa i bud Ŝ etu Miasta. Celem projektu jest aktywizacja społeczna i zawodowa osób zagro Ŝ onych wykluczeniem społecznym na terenie Łodzi oraz wzrost spójno ś ci społecznej. Narz ę dziami realizacji projektu b ę d ą : Kontrakt Socjalny, w tym Indywidualny Program Usamodzielniania. Formami wsparcia w ramach tych kontraktów b ę d ą  mi ę dzy innymi szkolenia i warsztaty kształtuj ą ce kompetencje zawodowe.;
;;;;;;;2189061 - Prowadzenie banku  Ŝ ywno ś ci w Łodzi - bud Ŝ et obywatelski; 200.000;wydatki bie Ŝą ce;Zadanie jako propozycja zadania ogólnołódzkiego zostało zgłoszone do bud Ŝ etu obywatelskiego na prowadzenie banku  Ŝ ywno ś ci w Łodzi. Polega ono na nieodpłatnym pozyskiwaniu, gromadzeniu i przekazywaniu  Ŝ ywno ś ci dla najubo Ŝ szych mieszka ń ców miasta.;
;;;;;;Powiat;2056792 - Odpisy na zakładowy fundusz  ś wiadcze ń  socjalnych dla nauczycieli emerytów i rencistów; 103.158;wydatki bie Ŝą ce;Planowane  ś rodki przeznacza si ę  na odpisy na zakładowy fundusz  ś wiadcze ń  socjalnych dla nauczycieli emerytów i rencistów. Zgodnie z art. 53 ust. 2 ustawy z dnia 26 stycznia 1982 r. Karta Nauczyciela,  dlanauczycieli b ę d ą cych emerytami i rencistami dokonuje si ę  odpisu w wysoko ś ci 5 % pobieranych przez nich emerytur i rent.;
;;;;;;;2120662 -  Ś rodki przeznaczone na sfinansowanie kosztów uczestnictwa mieszka ń ców Łodzi w Warsztatach Terapii Zaj ę ciowej poło Ŝ onych na terenie Łodzi; 460.320;wydatki bie Ŝą ce;Zaplanowane  ś rodki przeznaczone zostały na cz ęś ciowe sfinansowanie kosztów uczestnictwa mieszka ń ców Łodzi w Warsztatach Terapii Zaj ę ciowej ( w 2014 roku co najmniej 10% ). W Łodzi działa obecnie 9 Warsztatów Terapii Zaj ę ciowej.;
;;;;;;;2151872 - Organizowanie dla rodzin zast ę pczych oraz prowadz ą cych rodzinne domy dziecka pomocy wolontaryjnej oraz propagowanie idei rodzicielstwa zast ę pczego w ś ród mieszka ń ców Łodzi.; 20.000;wydatki bie Ŝą ce;Zaplanowana kwota przeznaczona jest na organizowanie dla rodzin zast ę pczych oraz osób prowadz ą cych rodzinne domy dziecka pomocy wolontariuszy oraz propagowanie w ś ród mieszka ń ców Łodzi idei rodzicielstwa zast ę pczego. Zadanie zostanie zlecone w drodze konkursu ofert organizacjom pozarz ą dowym oraz podmiotom, o których mowa w art. 3 ust. 3 ustawy z dnia 24 kwietnia 2003 r. po Ŝ ytku publicznego i o wolontariacie.;
;;;;;;;2151882 - Organizowanie szkole ń  dla koordynatorów i kandydatów na rodzinne formy pieczy zast ę pczej w tym superwizja.; 80.000;wydatki bie Ŝą ce;Zaplanowana kwota przeznaczona jest na organizowanie szkole ń  dla koordynatorów i kandydatów   na rodzinne formy pieczy zast ę pczej oraz organizowanie superwizji.;
;; 55.500;853 Pozostałe zadania w zakresie polityki społecznej; 55.500;85334 Pomoc dla repatriantów;Gmina;2093501 - Pomoc repatriantom w ramach programu " RODAK "; 55.500;wydatki bie Ŝą ce;Planowane  ś rodki przeznacza si ę  na pokrycie kosztów utrzymania rodzin pochodz ą cych z azjatyckiej cz ęś ci byłego Zwi ą zku Socjalistycznego Republik Radzieckich-zapraszanych w ramach programu "Rodak".;
 26.944.657;Miejski Zespół  ś łobków w Łodzi; 26.944.657;853 Pozostałe zadania w zakresie polityki społecznej; 26.944.657;85305 ś łobki;Gmina;2167111 - Miejski Zespół  ś łobków; 26.676.358;wydatki bie Ŝą ce;Celem działania Miejskiego Zespołu  ś łobków jest prowadzenie działalno ś ci opieku ń czo-wychowawczej i edukacyjnej dla dzieci do lat 3. W skład Zespołu wchodzi 30 komórek organizacyjnych -  Ŝ łobków. Obszar działania obejmuje teren Miasta Łodzi. Na 2014r. przyj ę to  ś rednioroczne zatrudnienie - 560 etatów. W ramach  ś rodków finansowych zaplanowano wydatki na wynagrodzenia wraz z pochodnymi, zakup materiałów,  Ŝ ywno ś ci i usług, podatki i opłaty, odpisy na Zakładowy Fundusz  Ś wiadcze ń  Socjalnych, wpłaty na PFRON oraz wydatki wynikaj ą ce z przepisów dotycz ą cych bezpiecze ń stwa i higieny pracy.;
;;;;;;;2167131 - Wydatki na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta (z algorytmu); 268.299;wydatki bie Ŝą ce;1. Remont sanitariatów dla personelu oraz naprawa tarasu w Miejskim Zespole  ś łobków w Łodzi z przeznaczeniem dla  ś łobka Nr 13 przy ul. Rogozi ń skiego - kwota 22.600 zł (Rada Osiedla Rokicie); 2. Malowanie bawialni i korytarza w  ś łobku Nr 8 przy ul. Starorudzkiej 5/7 w Łodzi - kwota 16.000 zł (Rada Osiedla Ruda);3. Remont łazienki w  ś łobku Nr 8 przy ul. Starorudzkiej 5/7 w Łodzi - kwota 22.500 zł (Rada Osiedla Ruda); 4. Wymiana drzwi wewn ę trznych oraz remont sanitariatów w  ś łobku Nr 11 w Łodzi przy ul. Wierzbowej 13 - kwota 14.799 zł (Rada Osiedla  Ś ródmie ś cie-Wschód); 5. Remont pomieszcze ń  i ogrodzenia w Miejskim Zespole  ś łobków w Łodzi z przeznaczeniem dla  ś łobka Nr 3 przy ul. Warne ń czyka 5/17 - kwota 40.000 zł (Rada Osiedla Chojny); 6. Remont sanitariatu dla dzieci w Miejskim Zespole  ś łobków w Łodzi z przeznaczeniem dla  ś łobka Nr 23 przy ul. Tatrza ń skiej 27/29 - kwota 28.400 zł (Rada Osiedla Zarzew); 7. Remont kuchni i sanitariatów w  ś łobku Nr 30 w Łodzi przy ul. Ł ą kowej nr 1 - kwota 54.000 zł (Rada Osiedla Stare Polesie);8. Remont chodnika i utwardzenie wjazdu do bramy w Miejskim Zespole  ś łobków w Łodzi z przeznaczeniem dla  ś łobka Nr 2 przy ul. Chrobrego 16 - kwota 15.000 zł (Rada Osiedla Bałuty-Centrum); 9. Remont chodnika i utwardzenie wjazdu do bramy w Miejskim Zespole  ś łobków w Łodzi z przeznaczeniem dla  ś łobka Nr 14 przy ul. Pawiej 20 - kwota 15.000 zł (Rada Osiedla Bałuty-Centrum); 10. Remont kuchni w  ś łobku nr 24 w Łodzi przy ul. Rydzowej 7 - kwota 20.000 zł (Rada Osiedla Teofilów- Wielkopolska);11. Remont kuchni w  ś łobku Nr 18 w Łodzi przy ul. Harcerzy Zatorowców 4 - kwota 20.000 zł (Rada Osiedla Teofilów-Wielkopolska).;
 10.106.474;Powiatowy Urz ą d Pracy w Łodzi; 10.106.474;853 Pozostałe zadania w zakresie polityki społecznej; 10.092.974;85333 Powiatowe urz ę dy pracy;Powiat;2173852 - Wydatki dotycz ą ce Powiatowego Urz ę du Pracy w Łodzi; 9.813.510;wydatki bie Ŝą ce;;
;;;;;;;2173862 - Koszty obsługi zada ń  z Pa ń stwowego Funduszu Rehabilitacji Osób Niepełnosprawnych; 279.464;wydatki bie Ŝą ce;Opis dotyczy dwóch ww. zada ń . Zaplanowane  ś rodki zostan ą  przeznaczone na wydatki zwi ą zane z utrzymaniem Powiatowego Urz ę du Pracy w Łodzi, który realizuje mi ę dzy innymi zadania polegaj ą ce na: 1. Pozyskiwaniu i gospodarowaniu  ś rodkami finansowymi na realizacj ę  zada ń  z zakresu aktywizacji lokalnego rynku pracy.2. Udzielaniu pomocy bezrobotnym i poszukuj ą cym pracy w znalezieniu pracy, a tak Ŝ e pracodawcom w pozyskaniu pracowników przez po ś rednictwo pracy i poradnictwo zawodowe. 3. Rejestrowaniu bezrobotnych i poszukuj ą cych pracy. 4. Inicjowaniu i wdra Ŝ aniu instrumentów rynku pracy. 5. Inicjowaniu, organizowaniu i finansowaniu usług i instrumentów rynku pracy.6. Inicjowaniu i wspieraniu tworzenia klubów pracy.7. Inicjowaniu, organizowaniu i finansowaniu projektów lokalnych i innych działa ń  na rzecz aktywizacji bezrobotnych.8. Inicjowaniu i realizowaniu przedsi ę wzi ęć  maj ą cych na celu rozwi ą zanie lub złagodzenie problemów zwi ą zanych z planowanymi zwolnieniami grup pracowników z przyczyn dotycz ą cych zakładu pracy. 9. Współdziałaniu z powiatowymi radami zatrudnienia w zakresie promocji zatrudnienia orazwykorzystania  ś rodków Funduszu Pracy. 10. Przyznawaniu i wypłacaniu zasiłków oraz innych  ś wiadcze ń  z tytułu bezrobocia. 11. Opracowywaniu wniosków o finansowanie projektów z Europejskiego Funduszu Społecznego.12. Obsłudze i realizacji projektów współfinansowanych z Europejskich Funduszy Strukturalnych wzakresie wzrostu Zatrudnienia i Rozwoju Zasobów Ludzkich.13. Realizowaniu zada ń  wynikaj ą cych z prawa swobodnego przepływu pracowników na terenie Unii Europejskiej oraz koordynacji systemów zabezpieczenia społecznego.14. Windykacji nale Ŝ no ś ci do Funduszu Pracy. Powiatowy Urz ą d Pracy w Łodzi realizuje równie Ŝ  zadania zwi ą zane z obsług ą  Pa ń stwowego Funduszu Rehabilitacji Osób Niepełnosprawnych dotycz ą ce rehabilitacji zawodowej.  W strukturze planowanych wydatków 87 % stanowi ą  wynagrodzenia osobowe, bezosobowe, dodatkowe wynagrodzenie roczne oraz pochodne od wynagrodze ń , za ś  pozostałe 13 % stanowi ą wydatki rzeczowe zwi ą zane z bie Ŝą c ą  działalno ś ci ą  jednostki. Planowane zatrudnienie na 2014 rok wynosi maksymalnie 276,925 etatów, w tym:- 269,925 etatów dot. zadania "Wydatki dotycz ą ce Powiatowego Urz ę du Pracy w Łodzi", - 7 etatów dot. zadania "Koszty obsługi zada ń  z Pa ń stwowego Funduszu Rehabilitacji Osób Niepełnosprawnych".;
;;;; 13.500;85395 Pozostała działalno ść;Powiat;2173942 - Doradca zawodowy dla Ciebie; 13.500;wydatki bie Ŝą ce;Ś rodki przeznaczone s ą  na realizacj ę  projektu "Doradca zawodowy Dla Ciebie" w ramach Programu Operacyjnego Kapitał Ludzki 2007 - 2013, współfinansowanego ze  ś rodków Europejskiego Funduszu Społecznego. Wkład własny na realizacj ę  projektu finansowany jest ze  ś rodków Funduszu Pracy oraz ś rodków własnych Miasta. Projekt realizowany jest w okresie od 01.07.2013 r. do 15.01.2014 r.  Głównym celem projektu jest podwy Ŝ szenie jako ś ci i dost ę pno ś ci usług  ś wiadczonych na rzecz osób bezrobotnych poprzez zwi ę kszenie zatrudnienia doradców zawodowych w Powiatowym Urz ę dzie Pracy w Łodzi.;
 26.969.474;Stra Ŝ  Miejska; 26.934.474;754 Bezpiecze ń stwo publiczne i ochrona przeciwpo Ŝ arowa; 26.934.474;75416 Stra Ŝ  gminna (miejska);Gmina;2010941 - Wydatki zaplanowane na działalno ść  Stra Ŝ y Miejskiej; 26.914.474;wydatki bie Ŝą ce;W strukturze planowanych wydatków na działalno ść  bie Ŝą c ą  wynagrodzenia, pochodne oraz dodatkowe wynagrodzenie roczne stanowi ą  86 %, natomiast wydatki rzeczowe 14 %.  W grupie wydatków rzeczowych znacz ą c ą  pozycj ę  stanowi ą  wydatki na zakup paliwa do radiowozów, cz ęś ci zamienne do samochodów, zakup sortów mundurowych dla stra Ŝ ników, badania profilaktyczne, obowi ą zkowe szkolenia pracowników, inne wydatki zwi ą zane z przepisami bhp, wydatki zwi ą zane z utrzymaniem obiektów tj. energia cieplna, elektryczna, dostawa wody, najem lokali, podatki odnieruchomo ś ci, opłaty z tytułu trwałego zarz ą du. Du Ŝą  pozycj ę  stanowi ą  równie Ŝ  usługi pocztowe, utrzymanie systemu ł ą czno ś ci, gps-y, dost ę p do bazy danych, usługi telekomunikacyjne.;
